DATE,LABEL,logger,minT,maxT,meanT,RAD,Transect,Serial,UTME_CORR,UTMN_CORR,WTRSHD,ASPECT,TR_ORIENT,TOTRAD_old,TOTRAD,BEDROCK,BEERS,ELEV,TR_ELEV,FIREFREQ,FIREHIST,GEOL_FOR,HILLSHAD,M1_PRR,M2_PRR,M3_PRR,M4_PRR,M5_PRR,M6_PRR,NDVI_JUN,SLOPE,LOG.STRDST,STRDST,TCI,TOT_PRR,UNDISTUR,VEGMACK,MONTH,Tmin.syn,Tmin.lapse,Tmax.syn,Tmax.lapse,minSYN,maxSYN
01/02/2006,ibb14196e,105,3,4.44444444444444,3.72222222222222,2730.163574,6 - Nol Clingmans,BB 000000 14196E 21,274339,3937998,NOL,68.01,E,2156802.678,2156801.654,9,1.92,1730,1772.272727,0,0,59,105,1556,1900,1990,1965,1813,1400,74,20.41,4.44,84.85,6.31,10620,1,1,01,5.136719876,-0.002385445,20.29465878,-0.007082666,1.009900026,8.0416466
01/02/2006,ibb144676,103,3,5.94444444444445,4.47222222222222,2691.114258,6 - Nol Clingmans,BB 000000 144676 21,274255,3937971,NOL,81.27,E,2144571.122,2143245.557,9,1.81,1770,1772.272727,0,0,59,102,1529,1887,1984,1955,1792,1363,74,28.34,4.96,143.2,6.28,10510,1,1,01,5.136719876,-0.002385445,20.29465878,-0.007082666,0.914482226,7.75833996
01/02/2006,ic8142ab2,106,3,5,4,2920.888916,6 - Nol Clingmans,C8 000000 142AB2 21,274381,3938007,NOL,74.94,E,2191803.438,2224942.979,9,1.87,1714,1772.272727,0,0,59,126,1634,1957,2041,2014,1864,1448,102,21,3.99,53.85,6.72,10960,0,1,01,5.136719876,-0.002385445,20.29465878,-0.007082666,1.048067146,8.154969256
01/02/2006,icc142a94,101,3,5,4,2709.071777,6 - Nol Clingmans,CC 000000 142A94 21,274163,3937955,NOL,68.89,E,2154816.379,2154821.223,9,1.91,1810,1772.272727,0,0,59,101,1549,1888,1977,1956,1806,1392,74,20.84,5.26,192.1,5.94,10570,1,1,01,5.136719876,-0.002385445,20.29465878,-0.007082666,0.819064426,7.47503332
01/02/2006,icf140a09,102,3,5.5,4.25,2789.303955,6 - Nol Clingmans,CF 000000 140A09 21,274212,3937957,NOL,76.63,E,2164296.7,2154984.131,9,1.85,1790,1772.272727,0,0,59,91,1524,1856,1945,1926,1778,1368,74,32.96,5.14,170,6.03,10400,1,1,01,5.136719876,-0.002385445,20.29465878,-0.007082666,0.866773326,7.61668664
01/03/2006,i0514252c,107,0,1.94444444444444,0.972222222222222,3368.033203,6 - Nol Clingmans,05 000000 14252C 21,274433,3938026,NOL,133.1,E,2352817.976,2352739.616,9,1.03,1688,1772.272727,0,0,59,112,1601,1925,2004,1984,1829,1456,102,15.92,2.65,14.14,7.47,10800,1,1,01,8.085429721,-0.004894741,16.43520551,-0.005335986,-0.176893087,7.428061142
01/03/2006,i201423f0,99,-1,1.94444444444444,0.472222222222222,2711.560791,6 - Nol Clingmans,20 000000 1423F0 21,274078,3937944,NOL,70.8,E,2148512.182,2148885.257,9,1.9,1852,1772.272727,0,0,59,105,1552,1900,1991,1966,1788,1394,66,20.71,5.58,264,5.81,10590,1,1,01,8.085429721,-0.004894741,16.43520551,-0.005335986,-0.979630610999999,6.552959438
01/03/2006,i4413f5d9,98,-1,2.5,0.75,2706.705322,6 - Nol Clingmans,44 000000 13F5D9 21,274035,3937936,NOL,77.82,E,2145182.006,2128250.467,9,1.84,1874,1772.272727,0,0,59,81,1498,1821,1904,1888,1757,1343,66,36.57,5.71,302.3,5.27,10210,1,1,01,8.085429721,-0.004894741,16.43520551,-0.005335986,-1.087314913,6.435567746
01/03/2006,i81143268,104,-0.499999999999999,1.5,0.500000000000001,2689.418701,6 - Nol Clingmans,81 000000 143268 21,274294,3937984,NOL,66.63,E,2130930.041,2139279.228,9,1.93,1749,1772.272727,0,0,59,103,1543,1894,1988,1961,1805,1382,74,20.93,4.72,111.8,6.21,10570,1,1,01,8.085429721,-0.004894741,16.43520551,-0.005335986,-0.475472288000001,7.102565996
01/03/2006,i961422c9,108,0,1.5,0.750000000000001,4072.266113,6 - Nol Clingmans,96 000000  1422C9 21,274450,3938033,NOL,158.1,E,2352817.976,2531460.854,9,0.61,1687,1772.272727,0,0,59,154,1740,2016,2060,2049,1961,1631,102,20.72,0,0,10.67,11460,1,1,01,8.085429721,-0.004894741,16.43520551,-0.005335986,-0.171998346000001,7.433397128
01/03/2006,ia31439b1,100,-0.499999999999999,1.94444444444444,0.722222222222223,2689.418213,6 - Nol Clingmans,A3 000000 1439B1 21,274123,3937951,NOL,78.99,E,2148885.257,2143628.278,9,1.83,1831,1772.272727,0,0,59,101,1541,1890,1982,1957,1800,1377,74,22.81,5.42,226.3,6,10550,1,1,01,8.085429721,-0.004894741,16.43520551,-0.005335986,-0.876841049999999,6.665015144
01/03/2006,ibb14196e,105,-0.499999999999999,2.5,1,2742.748047,6 - Nol Clingmans,BB 000000 14196E 21,274339,3937998,NOL,68.01,E,2156802.678,2156801.654,9,1.92,1730,1772.272727,0,0,59,105,1556,1900,1990,1965,1813,1400,74,20.41,4.44,84.85,6.31,10620,1,1,01,8.085429721,-0.004894741,16.43520551,-0.005335986,-0.382472208999999,7.20394973
01/03/2006,ibb144676,103,-0.499999999999999,3,1.25,2703.727051,6 - Nol Clingmans,BB 000000 144676 21,274255,3937971,NOL,81.27,E,2144571.122,2143245.557,9,1.81,1770,1772.272727,0,0,59,102,1529,1887,1984,1955,1792,1363,74,28.34,4.96,143.2,6.28,10510,1,1,01,8.085429721,-0.004894741,16.43520551,-0.005335986,-0.578261849,6.99051029
01/03/2006,ic8142ab2,106,-0.499999999999999,2.5,1,2933.923828,6 - Nol Clingmans,C8 000000 142AB2 21,274381,3938007,NOL,74.94,E,2191803.438,2224942.979,9,1.87,1714,1772.272727,0,0,59,126,1634,1957,2041,2014,1864,1448,102,21,3.99,53.85,6.72,10960,0,1,01,8.085429721,-0.004894741,16.43520551,-0.005335986,-0.304156353,7.289325506
01/03/2006,icc142a94,101,-0.499999999999999,2.5,1,2721.696777,6 - Nol Clingmans,CC 000000 142A94 21,274163,3937955,NOL,68.89,E,2154816.379,2154821.223,9,1.91,1810,1772.272727,0,0,59,101,1549,1888,1977,1956,1806,1392,74,20.84,5.26,192.1,5.94,10570,1,1,01,8.085429721,-0.004894741,16.43520551,-0.005335986,-0.774051489,6.77707085
01/03/2006,icf140a09,102,-1,2.5,0.75,2802.008789,6 - Nol Clingmans,CF 000000 140A09 21,274212,3937957,NOL,76.63,E,2164296.7,2154984.131,9,1.85,1790,1772.272727,0,0,59,91,1524,1856,1945,1926,1778,1368,74,32.96,5.14,170,6.03,10400,1,1,01,8.085429721,-0.004894741,16.43520551,-0.005335986,-0.676156668999999,6.88379057
01/04/2006,i0514252c,107,0,4.44444444444444,2.22222222222222,3381.508789,6 - Nol Clingmans,05 000000 14252C 21,274433,3938026,NOL,133.1,E,2352817.976,2352739.616,9,1.03,1688,1772.272727,0,0,59,112,1601,1925,2004,1984,1829,1456,102,15.92,2.65,14.14,7.47,10800,1,1,01,1.016179378,-0.001625472,12.34291498,-0.001372537,-1.727617358,10.026072524
01/04/2006,i201423f0,99,1.94444444444444,5.94444444444445,3.94444444444445,2725.212158,6 - Nol Clingmans,20 000000 1423F0 21,274078,3937944,NOL,70.8,E,2148512.182,2148885.257,9,1.9,1852,1772.272727,0,0,59,105,1552,1900,1991,1966,1788,1394,66,20.71,5.58,264,5.81,10590,1,1,01,1.016179378,-0.001625472,12.34291498,-0.001372537,-1.994194766,9.800976456
01/04/2006,i4413f5d9,98,1.5,5.5,3.5,2720.426758,6 - Nol Clingmans,44 000000 13F5D9 21,274035,3937936,NOL,77.82,E,2145182.006,2128250.467,9,1.84,1874,1772.272727,0,0,59,81,1498,1821,1904,1888,1757,1343,66,36.57,5.71,302.3,5.27,10210,1,1,01,1.016179378,-0.001625472,12.34291498,-0.001372537,-2.02995515,9.770780642
01/04/2006,i81143268,104,0.944444444444446,5,2.97222222222222,2702.993652,6 - Nol Clingmans,81 000000 143268 21,274294,3937984,NOL,66.63,E,2130930.041,2139279.228,9,1.93,1749,1772.272727,0,0,59,103,1543,1894,1988,1961,1805,1382,74,20.93,4.72,111.8,6.21,10570,1,1,01,1.016179378,-0.001625472,12.34291498,-0.001372537,-1.82677115,9.942347767
01/04/2006,i961422c9,108,0,5,2.5,4085.424805,6 - Nol Clingmans,96 000000  1422C9 21,274450,3938033,NOL,158.1,E,2352817.976,2531460.854,9,0.61,1687,1772.272727,0,0,59,154,1740,2016,2060,2049,1961,1631,102,20.72,0,0,10.67,11460,1,1,01,1.016179378,-0.001625472,12.34291498,-0.001372537,-1.725991886,10.027445061
01/04/2006,ia31439b1,100,1.5,9,5.25,2703.050781,6 - Nol Clingmans,A3 000000 1439B1 21,274123,3937951,NOL,78.99,E,2148885.257,2143628.278,9,1.83,1831,1772.272727,0,0,59,101,1541,1890,1982,1957,1800,1377,74,22.81,5.42,226.3,6,10550,1,1,01,1.016179378,-0.001625472,12.34291498,-0.001372537,-1.960059854,9.829799733
01/04/2006,ibb14196e,105,1.94444444444444,5.94444444444445,3.94444444444445,2756.334961,6 - Nol Clingmans,BB 000000 14196E 21,274339,3937998,NOL,68.01,E,2156802.678,2156801.654,9,1.92,1730,1772.272727,0,0,59,105,1556,1900,1990,1965,1813,1400,74,20.41,4.44,84.85,6.31,10620,1,1,01,1.016179378,-0.001625472,12.34291498,-0.001372537,-1.795887182,9.96842597
01/04/2006,ibb144676,103,2.5,8.44444444444445,5.47222222222222,2717.345947,6 - Nol Clingmans,BB 000000 144676 21,274255,3937971,NOL,81.27,E,2144571.122,2143245.557,9,1.81,1770,1772.272727,0,0,59,102,1529,1887,1984,1955,1792,1363,74,28.34,4.96,143.2,6.28,10510,1,1,01,1.016179378,-0.001625472,12.34291498,-0.001372537,-1.860906062,9.91352449
01/04/2006,ic8142ab2,106,0.499999999999999,5,2.75,2947.994629,6 - Nol Clingmans,C8 000000 142AB2 21,274381,3938007,NOL,74.94,E,2191803.438,2224942.979,9,1.87,1714,1772.272727,0,0,59,126,1634,1957,2041,2014,1864,1448,102,21,3.99,53.85,6.72,10960,0,1,01,1.016179378,-0.001625472,12.34291498,-0.001372537,-1.76987963,9.990386562
01/04/2006,icc142a94,101,1.94444444444444,10,5.97222222222222,2735.327881,6 - Nol Clingmans,CC 000000 142A94 21,274163,3937955,NOL,68.89,E,2154816.379,2154821.223,9,1.91,1810,1772.272727,0,0,59,101,1549,1888,1977,1956,1806,1392,74,20.84,5.26,192.1,5.94,10570,1,1,01,1.016179378,-0.001625472,12.34291498,-0.001372537,-1.925924942,9.85862301
01/04/2006,icf140a09,102,1.94444444444444,6.5,4.22222222222222,2815.725586,6 - Nol Clingmans,CF 000000 140A09 21,274212,3937957,NOL,76.63,E,2164296.7,2154984.131,9,1.85,1790,1772.272727,0,0,59,91,1524,1856,1945,1926,1778,1368,74,32.96,5.14,170,6.03,10400,1,1,01,1.016179378,-0.001625472,12.34291498,-0.001372537,-1.893415502,9.88607375
01/05/2006,i0514252c,107,-4.55555555555556,3.44444444444445,-0.555555555555555,3395.957275,6 - Nol Clingmans,05 000000 14252C 21,274433,3938026,NOL,133.1,E,2352817.976,2352739.616,9,1.03,1688,1772.272727,0,0,59,112,1601,1925,2004,1984,1829,1456,102,15.92,2.65,14.14,7.47,10800,1,1,01,0.565077519,-0.001594594,14.90838805,-0.005052316,-2.126597153,6.380078642
01/05/2006,i201423f0,99,-7.5,2.5,-2.5,2739.866943,6 - Nol Clingmans,20 000000 1423F0 21,274078,3937944,NOL,70.8,E,2148512.182,2148885.257,9,1.9,1852,1772.272727,0,0,59,105,1552,1900,1991,1966,1788,1394,66,20.71,5.58,264,5.81,10590,1,1,01,0.565077519,-0.001594594,14.90838805,-0.005052316,-2.388110569,5.551498818
01/05/2006,i4413f5d9,98,-7.05555555555556,1.5,-2.77777777777778,2735.157227,6 - Nol Clingmans,44 000000 13F5D9 21,274035,3937936,NOL,77.82,E,2145182.006,2128250.467,9,1.84,1874,1772.272727,0,0,59,81,1498,1821,1904,1888,1757,1343,66,36.57,5.71,302.3,5.27,10210,1,1,01,0.565077519,-0.001594594,14.90838805,-0.005052316,-2.423191637,5.440347866
01/05/2006,i81143268,104,-6,2.5,-1.75,2717.566162,6 - Nol Clingmans,81 000000 143268 21,274294,3937984,NOL,66.63,E,2130930.041,2139279.228,9,1.93,1749,1772.272727,0,0,59,103,1543,1894,1988,1961,1805,1382,74,20.93,4.72,111.8,6.21,10570,1,1,01,0.565077519,-0.001594594,14.90838805,-0.005052316,-2.223867387,6.071887366
01/05/2006,i961422c9,108,-4.05555555555556,3,-0.527777777777778,4099.515137,6 - Nol Clingmans,96 000000  1422C9 21,274450,3938033,NOL,158.1,E,2352817.976,2531460.854,9,0.61,1687,1772.272727,0,0,59,154,1740,2016,2060,2049,1961,1631,102,20.72,0,0,10.67,11460,1,1,01,0.565077519,-0.001594594,14.90838805,-0.005052316,-2.125002559,6.385130958
01/05/2006,ia31439b1,100,-6,5,-0.5,2717.685547,6 - Nol Clingmans,A3 000000 1439B1 21,274123,3937951,NOL,78.99,E,2148885.257,2143628.278,9,1.83,1831,1772.272727,0,0,59,101,1541,1890,1982,1957,1800,1377,74,22.81,5.42,226.3,6,10550,1,1,01,0.565077519,-0.001594594,14.90838805,-0.005052316,-2.354624095,5.657597454
01/05/2006,ibb14196e,105,-5.5,3.44444444444445,-1.02777777777778,2770.919434,6 - Nol Clingmans,BB 000000 14196E 21,274339,3937998,NOL,68.01,E,2156802.678,2156801.654,9,1.92,1730,1772.272727,0,0,59,105,1556,1900,1990,1965,1813,1400,74,20.41,4.44,84.85,6.31,10620,1,1,01,0.565077519,-0.001594594,14.90838805,-0.005052316,-2.193570101,6.16788137
01/05/2006,ibb144676,103,-6,3.44444444444445,-1.27777777777778,2731.965332,6 - Nol Clingmans,BB 000000 144676 21,274255,3937971,NOL,81.27,E,2144571.122,2143245.557,9,1.81,1770,1772.272727,0,0,59,102,1529,1887,1984,1955,1792,1363,74,28.34,4.96,143.2,6.28,10510,1,1,01,0.565077519,-0.001594594,14.90838805,-0.005052316,-2.257353861,5.96578873
01/05/2006,ic8142ab2,106,-4.55555555555556,1.94444444444444,-1.30555555555556,2963.095215,6 - Nol Clingmans,C8 000000 142AB2 21,274381,3938007,NOL,74.94,E,2191803.438,2224942.979,9,1.87,1714,1772.272727,0,0,59,126,1634,1957,2041,2014,1864,1448,102,21,3.99,53.85,6.72,10960,0,1,01,0.565077519,-0.001594594,14.90838805,-0.005052316,-2.168056597,6.248718426
01/05/2006,icc142a94,101,-6.55555555555556,9,1.22222222222222,2749.960205,6 - Nol Clingmans,CC 000000 142A94 21,274163,3937955,NOL,68.89,E,2154816.379,2154821.223,9,1.91,1810,1772.272727,0,0,59,101,1549,1888,1977,1956,1806,1392,74,20.84,5.26,192.1,5.94,10570,1,1,01,0.565077519,-0.001594594,14.90838805,-0.005052316,-2.321137621,5.76369609
01/05/2006,icf140a09,102,-6.55555555555556,3.44444444444445,-1.55555555555556,2830.448242,6 - Nol Clingmans,CF 000000 140A09 21,274212,3937957,NOL,76.63,E,2164296.7,2154984.131,9,1.85,1790,1772.272727,0,0,59,91,1524,1856,1945,1926,1778,1368,74,32.96,5.14,170,6.03,10400,1,1,01,0.565077519,-0.001594594,14.90838805,-0.005052316,-2.289245741,5.86474241
01/06/2006,i0514252c,107,-8,-4.55555555555556,-6.27777777777778,3411.37207,6 - Nol Clingmans,05 000000 14252C 21,274433,3938026,NOL,133.1,E,2352817.976,2352739.616,9,1.03,1688,1772.272727,0,0,59,112,1601,1925,2004,1984,1829,1456,102,15.92,2.65,14.14,7.47,10800,1,1,01,1.823269445,-0.005984468,7.789469747,-0.004659191,-8.278512539,-0.0752446610000002
01/06/2006,i201423f0,99,-11.5,-7.05555555555556,-9.27777777777778,2755.519287,6 - Nol Clingmans,20 000000 1423F0 21,274078,3937944,NOL,70.8,E,2148512.182,2148885.257,9,1.9,1852,1772.272727,0,0,59,105,1552,1900,1991,1966,1788,1394,66,20.71,5.58,264,5.81,10590,1,1,01,1.823269445,-0.005984468,7.789469747,-0.004659191,-9.259965291,-0.839351985
01/06/2006,i4413f5d9,98,-11.0555555555556,-6.55555555555556,-8.80555555555556,2750.890869,6 - Nol Clingmans,44 000000 13F5D9 21,274035,3937936,NOL,77.82,E,2145182.006,2128250.467,9,1.84,1874,1772.272727,0,0,59,81,1498,1821,1904,1888,1757,1343,66,36.57,5.71,302.3,5.27,10210,1,1,01,1.823269445,-0.005984468,7.789469747,-0.004659191,-9.391623587,-0.941854187000001
01/06/2006,i81143268,104,-10,-6,-8,2733.130371,6 - Nol Clingmans,81 000000 143268 21,274294,3937984,NOL,66.63,E,2130930.041,2139279.228,9,1.93,1749,1772.272727,0,0,59,103,1543,1894,1988,1961,1805,1382,74,20.93,4.72,111.8,6.21,10570,1,1,01,1.823269445,-0.005984468,7.789469747,-0.004659191,-8.643565087,-0.359455312
01/06/2006,i961422c9,108,-7.5,-4.55555555555556,-6.02777777777778,4114.527832,6 - Nol Clingmans,96 000000  1422C9 21,274450,3938033,NOL,158.1,E,2352817.976,2531460.854,9,0.61,1687,1772.272727,0,0,59,154,1740,2016,2060,2049,1961,1631,102,20.72,0,0,10.67,11460,1,1,01,1.823269445,-0.005984468,7.789469747,-0.004659191,-8.272528071,-0.0705854700000002
01/06/2006,ia31439b1,100,-11.0555555555556,-6.55555555555556,-8.80555555555556,2733.316895,6 - Nol Clingmans,A3 000000 1439B1 21,274123,3937951,NOL,78.99,E,2148885.257,2143628.278,9,1.83,1831,1772.272727,0,0,59,101,1541,1890,1982,1957,1800,1377,74,22.81,5.42,226.3,6,10550,1,1,01,1.823269445,-0.005984468,7.789469747,-0.004659191,-9.134291463,-0.741508974
01/06/2006,ibb14196e,105,-9.55555555555556,-5,-7.27777777777778,2786.494873,6 - Nol Clingmans,BB 000000 14196E 21,274339,3937998,NOL,68.01,E,2156802.678,2156801.654,9,1.92,1730,1772.272727,0,0,59,105,1556,1900,1990,1965,1813,1400,74,20.41,4.44,84.85,6.31,10620,1,1,01,1.823269445,-0.005984468,7.789469747,-0.004659191,-8.529860195,-0.270930683
01/06/2006,ibb144676,103,-10.5,-5.5,-8,2747.579834,6 - Nol Clingmans,BB 000000 144676 21,274255,3937971,NOL,81.27,E,2144571.122,2143245.557,9,1.81,1770,1772.272727,0,0,59,102,1529,1887,1984,1955,1792,1363,74,28.34,4.96,143.2,6.28,10510,1,1,01,1.823269445,-0.005984468,7.789469747,-0.004659191,-8.769238915,-0.457298323
01/06/2006,ic8142ab2,106,-9.55555555555556,-4.55555555555556,-7.05555555555556,2979.219238,6 - Nol Clingmans,C8 000000 142AB2 21,274381,3938007,NOL,74.94,E,2191803.438,2224942.979,9,1.87,1714,1772.272727,0,0,59,126,1634,1957,2041,2014,1864,1448,102,21,3.99,53.85,6.72,10960,0,1,01,1.823269445,-0.005984468,7.789469747,-0.004659191,-8.434108707,-0.196383627
01/06/2006,icc142a94,101,-10,-5.5,-7.75,2765.588135,6 - Nol Clingmans,CC 000000 142A94 21,274163,3937955,NOL,68.89,E,2154816.379,2154821.223,9,1.91,1810,1772.272727,0,0,59,101,1549,1888,1977,1956,1806,1392,74,20.84,5.26,192.1,5.94,10570,1,1,01,1.823269445,-0.005984468,7.789469747,-0.004659191,-9.008617635,-0.643665963
01/06/2006,icf140a09,102,-11.0555555555556,-6.55555555555556,-8.80555555555556,2846.171387,6 - Nol Clingmans,CF 000000 140A09 21,274212,3937957,NOL,76.63,E,2164296.7,2154984.131,9,1.85,1790,1772.272727,0,0,59,91,1524,1856,1945,1926,1778,1368,74,32.96,5.14,170,6.03,10400,1,1,01,1.823269445,-0.005984468,7.789469747,-0.004659191,-8.888928275,-0.550482143
01/07/2006,i0514252c,107,-8.5,-3,-5.75,3427.743896,6 - Nol Clingmans,05 000000 14252C 21,274433,3938026,NOL,133.1,E,2352817.976,2352739.616,9,1.03,1688,1772.272727,0,0,59,112,1601,1925,2004,1984,1829,1456,102,15.92,2.65,14.14,7.47,10800,1,1,01,-0.597091407,-0.007001238,6.673742565,-0.002984355,-12.415181151,1.636151325
